IP,ENTER,LEAVE
233.14.55.189,2016-10-07 13:31:10,2016-10-07 13:36:47
244.115.191.32,2016-10-07 13:31:15,2016-10-07 13:37:54
250.101.9.138,2016-10-07 13:31:15,2016-10-07 13:35:11
14.213.115.173,2016-10-07 13:31:23,2016-10-07 13:33:56
70.84.105.99,2016-10-07 13:31:29,2016-10-07 13:37:40
189.244.215.151,2016-10-07 13:31:30,2016-10-07 13:41:09
78.199.232.95,2016-10-07 13:31:32,2016-10-07 13:38:30
188.24.10.16,2016-10-07 13:31:33,2016-10-07 13:38:48
90.19.105.229,2016-10-07 13:31:36,2016-10-07 13:35:02
113.227.57.139,2016-10-07 13:31:36,2016-10-07 13:41:31
28.242.105.79,2016-10-07 13:31:42,2016-10-07 13:33:55
246.75.152.207,2016-10-07 13:31:47,2016-10-07 13:35:10
243.19.158.240,2016-10-07 13:32:04,2016-10-07 13:39:50
15.158.80.66,2016-10-07 13:32:07,2016-10-07 13:40:45
35.71.218.59,2016-10-07 13:32:13,2016-10-07 13:33:22
226.186.116.35,2016-10-07 13:32:13,2016-10-07 13:42:04
223.43.60.66,2016-10-07 13:32:21,2016-10-07 13:35:43
139.10.119.211,2016-10-07 13:32:21,2016-10-07 13:39:20
203.65.112.22,2016-10-07 13:32:23,2016-10-07 13:32:58
94.121.137.101,2016-10-07 13:32:24,2016-10-07 13:32:52
20.155.85.201,2016-10-07 13:32:35,2016-10-07 13:37:04
49.126.178.120,2016-10-07 13:32:42,2016-10-07 13:35:11
194.1.50.98,2016-10-07 13:32:42,2016-10-07 13:41:04
106.224.59.67,2016-10-07 13:32:46,2016-10-07 13:38:54
61.41.202.52,2016-10-07 13:32:50,2016-10-07 13:41:14
151.19.232.60,2016-10-07 13:32:51,2016-10-07 13:42:39
138.133.84.247,2016-10-07 13:33:03,2016-10-07 13:34:17
180.244.40.216,2016-10-07 13:33:06,2016-10-07 13:36:55
90.145.17.196,2016-10-07 13:33:12,2016-10-07 13:38:44
21.36.161.239,2016-10-07 13:33:14,2016-10-07 13:34:48
229.68.232.117,2016-10-07 13:33:18,2016-10-07 13:42:33
131.224.86.129,2016-10-07 13:33:28,2016-10-07 13:41:35
62.185.54.150,2016-10-07 13:33:31,2016-10-07 13:41:52
90.178.20.44,2016-10-07 13:33:39,2016-10-07 13:41:04
159.140.97.4,2016-10-07 13:33:45,2016-10-07 13:38:17
240.110.215.142,2016-10-07 13:33:50,2016-10-07 13:39:29
104.22.21.132,2016-10-07 13:33:58,2016-10-07 13:43:28
156.137.137.28,2016-10-07 13:34:02,2016-10-07 13:37:28
176.231.205.85,2016-10-07 13:34:06,2016-10-07 13:42:16
116.174.235.25,2016-10-07 13:34:08,2016-10-07 13:36:09
172.173.73.207,2016-10-07 13:34:08,2016-10-07 13:36:03
69.116.183.172,2016-10-07 13:34:12,2016-10-07 13:40:32
128.38.135.152,2016-10-07 13:34:13,2016-10-07 13:36:38
34.20.134.45,2016-10-07 13:34:14,2016-10-07 13:36:28
238.198.135.250,2016-10-07 13:34:16,2016-10-07 13:41:56
149.104.241.193,2016-10-07 13:34:16,2016-10-07 13:39:49
1.11.114.238,2016-10-07 13:34:16,2016-10-07 13:39:59
169.60.252.131,2016-10-07 13:34:18,2016-10-07 13:40:11
140.162.4.199,2016-10-07 13:34:19,2016-10-07 13:35:52
83.43.62.99,2016-10-07 13:34:23,2016-10-07 13:36:27
218.85.65.249,2016-10-07 13:34:27,2016-10-07 13:36:59
154.20.153.72,2016-10-07 13:34:29,2016-10-07 13:39:40
141.8.141.212,2016-10-07 13:34:36,2016-10-07 13:40:18
34.66.161.205,2016-10-07 13:34:39,2016-10-07 13:36:12
76.14.160.37,2016-10-07 13:34:40,2016-10-07 13:39:07
68.8.244.153,2016-10-07 13:34:45,2016-10-07 13:44:24
15.39.127.226,2016-10-07 13:35:09,2016-10-07 13:41:52
64.240.201.148,2016-10-07 13:35:09,2016-10-07 13:36:59
57.127.192.114,2016-10-07 13:35:16,2016-10-07 13:38:19
190.15.96.53,2016-10-07 13:35:22,2016-10-07 13:36:14
249.247.255.118,2016-10-07 13:35:26,2016-10-07 13:43:39
251.71.144.237,2016-10-07 13:35:28,2016-10-07 13:40:04
57.201.193.123,2016-10-07 13:35:33,2016-10-07 13:43:49
182.207.59.121,2016-10-07 13:35:36,2016-10-07 13:45:08
176.159.82.220,2016-10-07 13:35:45,2016-10-07 13:36:07
95.17.121.157,2016-10-07 13:35:45,2016-10-07 13:41:26
182.92.106.103,2016-10-07 13:35:45,2016-10-07 13:37:40
225.115.76.108,2016-10-07 13:35:51,2016-10-07 13:43:28
234.168.108.243,2016-10-07 13:36:04,2016-10-07 13:38:01
59.108.148.7,2016-10-07 13:36:07,2016-10-07 13:36:33
211.165.110.25,2016-10-07 13:36:12,2016-10-07 13:41:42
165.206.102.249,2016-10-07 13:36:15,2016-10-07 13:41:13
43.79.187.2,2016-10-07 13:36:15,2016-10-07 13:38:35
126.253.134.167,2016-10-07 13:36:24,2016-10-07 13:37:11
209.221.124.61,2016-10-07 13:36:25,2016-10-07 13:39:13
215.251.205.115,2016-10-07 13:36:27,2016-10-07 13:39:36
39.232.138.92,2016-10-07 13:36:28,2016-10-07 13:44:25
150.230.254.134,2016-10-07 13:36:33,2016-10-07 13:37:12
142.18.8.235,2016-10-07 13:36:38,2016-10-07 13:37:42
172.166.118.142,2016-10-07 13:36:39,2016-10-07 13:44:55
109.38.200.128,2016-10-07 13:36:40,2016-10-07 13:38:26
78.42.177.204,2016-10-07 13:36:40,2016-10-07 13:41:07
180.79.116.83,2016-10-07 13:36:53,2016-10-07 13:46:33
196.99.217.203,2016-10-07 13:36:54,2016-10-07 13:41:41
22.138.212.40,2016-10-07 13:37:08,2016-10-07 13:38:30
227.134.204.35,2016-10-07 13:37:09,2016-10-07 13:47:03
131.141.214.108,2016-10-07 13:37:29,2016-10-07 13:44:17
142.235.98.190,2016-10-07 13:37:38,2016-10-07 13:47:33
17.243.185.112,2016-10-07 13:37:39,2016-10-07 13:40:04
162.250.96.18,2016-10-07 13:37:48,2016-10-07 13:43:42
77.158.123.218,2016-10-07 13:38:09,2016-10-07 13:45:05
92.208.129.232,2016-10-07 13:38:09,2016-10-07 13:44:47
35.18.86.77,2016-10-07 13:38:11,2016-10-07 13:40:44
74.176.127.227,2016-10-07 13:38:18,2016-10-07 13:41:54
24.94.66.121,2016-10-07 13:38:42,2016-10-07 13:45:48
129.164.12.159,2016-10-07 13:38:50,2016-10-07 13:44:11
117.156.147.202,2016-10-07 13:38:56,2016-10-07 13:41:40
7.145.104.201,2016-10-07 13:38:57,2016-10-07 13:42:12
173.14.195.222,2016-10-07 13:39:02,2016-10-07 13:41:30
75.219.117.248,2016-10-07 13:39:03,2016-10-07 13:44:42
52.58.166.161,2016-10-07 13:39:05,2016-10-07 13:45:33
49.73.45.228,2016-10-07 13:39:08,2016-10-07 13:46:48
78.187.148.90,2016-10-07 13:39:09,2016-10-07 13:39:43
147.123.98.117,2016-10-07 13:39:13,2016-10-07 13:48:01
150.119.28.236,2016-10-07 13:39:22,2016-10-07 13:41:58
134.95.109.224,2016-10-07 13:39:35,2016-10-07 13:48:03
229.100.28.237,2016-10-07 13:39:38,2016-10-07 13:46:36
183.135.21.90,2016-10-07 13:39:49,2016-10-07 13:44:39
63.27.46.204,2016-10-07 13:39:58,2016-10-07 13:45:19
126.108.221.0,2016-10-07 13:39:58,2016-10-07 13:47:11
52.111.117.58,2016-10-07 13:40:04,2016-10-07 13:49:34
196.55.252.144,2016-10-07 13:40:10,2016-10-07 13:43:09
1.143.121.47,2016-10-07 13:40:12,2016-10-07 13:42:31
40.254.6.137,2016-10-07 13:40:15,2016-10-07 13:41:56
247.243.216.30,2016-10-07 13:40:15,2016-10-07 13:42:07
96.218.206.17,2016-10-07 13:40:28,2016-10-07 13:48:58
195.239.95.81,2016-10-07 13:40:30,2016-10-07 13:46:25
133.178.178.136,2016-10-07 13:40:44,2016-10-07 13:49:13
143.28.117.104,2016-10-07 13:40:56,2016-10-07 13:49:49
151.100.251.30,2016-10-07 13:41:16,2016-10-07 13:50:01
185.123.149.64,2016-10-07 13:41:22,2016-10-07 13:43:00
213.154.209.70,2016-10-07 13:41:23,2016-10-07 13:48:36
155.52.168.136,2016-10-07 13:41:28,2016-10-07 13:48:29
102.94.188.125,2016-10-07 13:41:33,2016-10-07 13:47:26
215.74.146.64,2016-10-07 13:41:33,2016-10-07 13:51:12
219.3.87.6,2016-10-07 13:41:39,2016-10-07 13:44:50
7.188.7.114,2016-10-07 13:41:46,2016-10-07 13:46:36
165.83.105.104,2016-10-07 13:41:50,2016-10-07 13:44:11
92.33.115.28,2016-10-07 13:41:58,2016-10-07 13:42:32
86.72.185.170,2016-10-07 13:42:01,2016-10-07 13:45:53
46.197.154.212,2016-10-07 13:42:08,2016-10-07 13:48:27
142.20.110.153,2016-10-07 13:42:22,2016-10-07 13:47:48
147.32.160.168,2016-10-07 13:42:26,2016-10-07 13:46:44
156.84.142.113,2016-10-07 13:42:26,2016-10-07 13:50:14
158.105.226.172,2016-10-07 13:42:31,2016-10-07 13:46:22
238.76.223.27,2016-10-07 13:42:37,2016-10-07 13:50:07
37.117.251.248,2016-10-07 13:42:41,2016-10-07 13:52:24
155.182.219.124,2016-10-07 13:42:45,2016-10-07 13:45:50
115.191.173.100,2016-10-07 13:42:48,2016-10-07 13:48:35
143.6.14.118,2016-10-07 13:42:57,2016-10-07 13:49:44
41.123.206.146,2016-10-07 13:43:03,2016-10-07 13:51:12
174.189.91.95,2016-10-07 13:43:05,2016-10-07 13:49:33
194.51.43.111,2016-10-07 13:43:06,2016-10-07 13:48:48
123.220.141.58,2016-10-07 13:43:15,2016-10-07 13:52:24
116.127.120.101,2016-10-07 13:43:16,2016-10-07 13:51:22
160.245.250.2,2016-10-07 13:43:25,2016-10-07 13:52:07
84.197.210.236,2016-10-07 13:43:28,2016-10-07 13:47:11
111.62.9.67,2016-10-07 13:43:30,2016-10-07 13:47:26
228.75.193.145,2016-10-07 13:43:40,2016-10-07 13:52:24
254.134.35.57,2016-10-07 13:43:40,2016-10-07 13:43:50
127.116.239.27,2016-10-07 13:43:45,2016-10-07 13:53:07
136.119.115.66,2016-10-07 13:43:55,2016-10-07 13:44:07
93.205.170.154,2016-10-07 13:43:57,2016-10-07 13:51:36
36.234.213.161,2016-10-07 13:43:57,2016-10-07 13:46:23
22.150.18.156,2016-10-07 13:44:04,2016-10-07 13:53:36
94.238.8.17,2016-10-07 13:44:08,2016-10-07 13:52:14
228.22.199.182,2016-10-07 13:44:14,2016-10-07 13:51:18
123.138.130.65,2016-10-07 13:44:17,2016-10-07 13:47:15
9.25.90.120,2016-10-07 13:44:25,2016-10-07 13:46:10
18.183.137.71,2016-10-07 13:44:30,2016-10-07 13:45:01
199.212.53.244,2016-10-07 13:44:30,2016-10-07 13:53:24
237.157.41.42,2016-10-07 13:44:30,2016-10-07 13:49:30
242.247.68.167,2016-10-07 13:44:33,2016-10-07 13:45:39
59.65.40.57,2016-10-07 13:44:43,2016-10-07 13:45:50
38.233.243.124,2016-10-07 13:44:44,2016-10-07 13:49:30
71.234.66.199,2016-10-07 13:44:47,2016-10-07 13:52:33
34.175.202.85,2016-10-07 13:44:53,2016-10-07 13:52:45
207.239.247.241,2016-10-07 13:44:53,2016-10-07 13:50:14
214.35.1.175,2016-10-07 13:45:08,2016-10-07 13:45:26
129.133.253.152,2016-10-07 13:45:11,2016-10-07 13:52:02
51.19.142.68,2016-10-07 13:45:17,2016-10-07 13:54:17
149.204.112.138,2016-10-07 13:45:20,2016-10-07 13:54:51
182.110.241.56,2016-10-07 13:45:21,2016-10-07 13:54:40
205.243.233.42,2016-10-07 13:45:26,2016-10-07 13:47:07
128.224.129.130,2016-10-07 13:45:31,2016-10-07 13:54:21
185.19.84.208,2016-10-07 13:45:48,2016-10-07 13:47:46
152.123.139.149,2016-10-07 13:45:48,2016-10-07 13:53:37
1.181.160.229,2016-10-07 13:46:05,2016-10-07 13:50:28
255.121.49.169,2016-10-07 13:46:07,2016-10-07 13:53:10
203.193.236.108,2016-10-07 13:46:10,2016-10-07 13:49:45
190.24.188.62,2016-10-07 13:46:14,2016-10-07 13:46:53
255.116.252.106,2016-10-07 13:46:18,2016-10-07 13:49:38
120.125.148.240,2016-10-07 13:46:19,2016-10-07 13:46:48
92.157.157.5,2016-10-07 13:46:20,2016-10-07 13:51:18
89.8.3.126,2016-10-07 13:46:26,2016-10-07 13:53:03
183.148.55.131,2016-10-07 13:46:43,2016-10-07 13:49:33
43.62.147.18,2016-10-07 13:46:43,2016-10-07 13:54:42
6.226.230.224,2016-10-07 13:46:44,2016-10-07 13:48:54
79.53.101.68,2016-10-07 13:46:44,2016-10-07 13:53:06
248.243.204.195,2016-10-07 13:46:54,2016-10-07 13:48:09
25.152.3.190,2016-10-07 13:47:03,2016-10-07 13:53:10
223.141.56.50,2016-10-07 13:47:11,2016-10-07 13:52:56
164.121.110.7,2016-10-07 13:47:22,2016-10-07 13:51:47
237.13.177.112,2016-10-07 13:47:24,2016-10-07 13:50:28
199.11.181.27,2016-10-07 13:47:30,2016-10-07 13:51:48
129.97.30.204,2016-10-07 13:47:34,2016-10-07 13:48:58
147.139.123.0,2016-10-07 13:47:40,2016-10-07 13:50:49
129.252.41.89,2016-10-07 13:47:45,2016-10-07 13:52:27
234.65.209.230,2016-10-07 13:47:45,2016-10-07 13:50:19
188.254.129.121,2016-10-07 13:47:45,2016-10-07 13:49:32
235.132.130.234,2016-10-07 13:47:50,2016-10-07 13:50:25
234.158.36.176,2016-10-07 13:47:50,2016-10-07 13:54:49
7.118.62.178,2016-10-07 13:48:02,2016-10-07 13:57:51
167.6.28.208,2016-10-07 13:48:03,2016-10-07 13:53:01
245.121.123.134,2016-10-07 13:48:05,2016-10-07 13:49:49
189.19.102.133,2016-10-07 13:48:06,2016-10-07 13:53:52
101.205.15.105,2016-10-07 13:48:14,2016-10-07 13:57:19
194.210.93.111,2016-10-07 13:48:23,2016-10-07 13:53:36
132.90.97.216,2016-10-07 13:48:31,2016-10-07 13:51:06
29.126.210.183,2016-10-07 13:48:41,2016-10-07 13:57:59
169.182.209.161,2016-10-07 13:48:41,2016-10-07 13:51:57
14.109.34.252,2016-10-07 13:48:53,2016-10-07 13:52:12
142.105.167.217,2016-10-07 13:49:01,2016-10-07 13:57:37
87.207.47.229,2016-10-07 13:49:18,2016-10-07 13:55:55
42.90.102.181,2016-10-07 13:49:42,2016-10-07 13:54:46
75.174.13.234,2016-10-07 13:49:48,2016-10-07 13:50:47
78.59.206.164,2016-10-07 13:49:51,2016-10-07 13:54:15
200.1.241.133,2016-10-07 13:49:52,2016-10-07 13:53:38
242.108.128.203,2016-10-07 13:50:04,2016-10-07 13:58:58
1.73.1.150,2016-10-07 13:50:09,2016-10-07 13:50:59
207.159.245.177,2016-10-07 13:50:29,2016-10-07 13:56:28
99.245.102.91,2016-10-07 13:50:32,2016-10-07 13:58:25
46.9.235.148,2016-10-07 13:50:52,2016-10-07 13:54:27
178.0.253.77,2016-10-07 13:50:52,2016-10-07 13:55:00
155.164.150.78,2016-10-07 13:50:58,2016-10-07 14:00:23
41.117.5.53,2016-10-07 13:51:06,2016-10-07 13:51:39
1.71.27.11,2016-10-07 13:51:12,2016-10-07 13:52:21
109.152.1.73,2016-10-07 13:51:17,2016-10-07 13:59:06
87.216.62.34,2016-10-07 13:51:17,2016-10-07 13:59:31
46.40.93.181,2016-10-07 13:51:28,2016-10-07 13:53:07
23.38.230.56,2016-10-07 13:51:47,2016-10-07 13:58:17
38.132.24.116,2016-10-07 13:51:52,2016-10-07 13:55:00
195.113.96.197,2016-10-07 13:51:54,2016-10-07 13:59:13
31.131.59.53,2016-10-07 13:52:09,2016-10-07 13:57:45
76.139.90.103,2016-10-07 13:52:14,2016-10-07 13:57:02
55.132.121.186,2016-10-07 13:52:16,2016-10-07 13:54:02
219.167.161.25,2016-10-07 13:52:18,2016-10-07 13:59:19
141.246.215.55,2016-10-07 13:52:27,2016-10-07 13:53:58
233.204.97.71,2016-10-07 13:52:40,2016-10-07 14:00:51
74.94.231.16,2016-10-07 13:52:46,2016-10-07 13:53:43
194.132.72.248,2016-10-07 13:52:50,2016-10-07 13:59:22
213.205.20.16,2016-10-07 13:52:53,2016-10-07 13:55:19
184.35.184.248,2016-10-07 13:52:56,2016-10-07 14:00:36
169.246.117.186,2016-10-07 13:52:57,2016-10-07 13:58:53
165.120.251.52,2016-10-07 13:53:05,2016-10-07 13:59:56
16.166.45.218,2016-10-07 13:53:05,2016-10-07 13:59:18
24.172.143.159,2016-10-07 13:53:08,2016-10-07 14:00:18
145.6.168.206,2016-10-07 13:53:20,2016-10-07 14:00:52
30.154.155.23,2016-10-07 13:53:24,2016-10-07 14:03:01
53.193.22.203,2016-10-07 13:53:24,2016-10-07 13:54:08
123.234.215.61,2016-10-07 13:53:25,2016-10-07 14:00:08
121.23.187.113,2016-10-07 13:53:26,2016-10-07 14:01:26
31.200.59.151,2016-10-07 13:53:28,2016-10-07 13:56:53
196.149.148.44,2016-10-07 13:53:39,2016-10-07 13:57:33
214.129.5.134,2016-10-07 13:53:40,2016-10-07 14:00:50
187.102.185.157,2016-10-07 13:53:57,2016-10-07 14:03:15
143.137.180.68,2016-10-07 13:53:57,2016-10-07 13:56:37
58.251.125.237,2016-10-07 13:54:03,2016-10-07 14:02:00
68.193.131.15,2016-10-07 13:54:16,2016-10-07 13:58:12
237.216.176.50,2016-10-07 13:54:18,2016-10-07 13:57:24
243.152.164.164,2016-10-07 13:54:26,2016-10-07 13:58:26
209.217.149.157,2016-10-07 13:54:26,2016-10-07 14:00:02
131.73.47.218,2016-10-07 13:54:29,2016-10-07 13:54:58
229.38.160.179,2016-10-07 13:54:36,2016-10-07 13:57:37
178.222.66.102,2016-10-07 13:54:39,2016-10-07 14:03:20
56.30.70.184,2016-10-07 13:54:51,2016-10-07 13:55:46
255.71.244.110,2016-10-07 13:55:03,2016-10-07 13:56:10
190.51.71.222,2016-10-07 13:55:04,2016-10-07 13:56:24
24.93.193.132,2016-10-07 13:55:07,2016-10-07 14:00:58
11.225.190.104,2016-10-07 13:55:08,2016-10-07 14:02:53
156.177.37.84,2016-10-07 13:55:13,2016-10-07 13:59:58
193.82.148.95,2016-10-07 13:55:19,2016-10-07 14:03:51
122.197.155.190,2016-10-07 13:55:23,2016-10-07 14:00:27
250.122.188.61,2016-10-07 13:55:34,2016-10-07 13:59:58
130.66.135.228,2016-10-07 13:56:01,2016-10-07 14:00:51
91.184.62.165,2016-10-07 13:56:04,2016-10-07 13:57:23
226.222.40.195,2016-10-07 13:56:22,2016-10-07 14:04:38
114.168.135.2,2016-10-07 13:56:35,2016-10-07 14:06:18
46.62.32.244,2016-10-07 13:56:36,2016-10-07 14:02:00
24.69.122.23,2016-10-07 13:56:39,2016-10-07 14:02:16
254.178.169.198,2016-10-07 13:56:42,2016-10-07 14:06:40
70.79.39.50,2016-10-07 13:56:45,2016-10-07 14:03:09
105.224.147.125,2016-10-07 13:56:47,2016-10-07 14:06:14
111.42.195.93,2016-10-07 13:56:50,2016-10-07 14:01:06
64.62.124.220,2016-10-07 13:56:57,2016-10-07 13:59:59
44.0.93.215,2016-10-07 13:57:01,2016-10-07 13:57:43
231.206.92.120,2016-10-07 13:57:06,2016-10-07 14:06:08
72.123.217.215,2016-10-07 13:57:09,2016-10-07 14:02:43
245.239.197.178,2016-10-07 13:57:17,2016-10-07 14:00:55
237.169.107.227,2016-10-07 13:57:23,2016-10-07 13:58:57
119.39.193.136,2016-10-07 13:57:26,2016-10-07 13:57:51
230.226.175.150,2016-10-07 13:57:32,2016-10-07 13:59:21
180.213.9.102,2016-10-07 13:57:33,2016-10-07 14:05:41
172.151.12.15,2016-10-07 13:57:34,2016-10-07 14:06:33
82.23.250.126,2016-10-07 13:57:38,2016-10-07 13:59:53
102.56.126.80,2016-10-07 13:57:42,2016-10-07 13:59:08
121.0.191.36,2016-10-07 13:57:43,2016-10-07 14:02:26
83.49.253.83,2016-10-07 13:57:54,2016-10-07 14:00:36
239.197.209.196,2016-10-07 13:57:57,2016-10-07 13:59:51
222.205.69.30,2016-10-07 13:58:08,2016-10-07 14:02:07
147.248.161.210,2016-10-07 13:58:22,2016-10-07 14:05:21
36.74.51.28,2016-10-07 13:58:43,2016-10-07 13:59:07
182.97.170.201,2016-10-07 13:58:54,2016-10-07 14:02:47
106.212.37.94,2016-10-07 13:58:55,2016-10-07 14:07:42
235.28.205.32,2016-10-07 13:58:56,2016-10-07 14:03:59
5.5.173.245,2016-10-07 14:01:12,2016-10-07 14:07:31
176.134.105.197,2016-10-07 14:01:22,2016-10-07 14:03:10
101.219.108.242,2016-10-07 14:01:22,2016-10-07 14:04:10
178.152.185.73,2016-10-07 14:01:25,2016-10-07 14:02:09
240.76.106.110,2016-10-07 14:01:32,2016-10-07 14:05:10
67.6.244.98,2016-10-07 14:01:33,2016-10-07 14:10:10
116.227.42.27,2016-10-07 14:01:33,2016-10-07 14:03:31
93.36.37.3,2016-10-07 14:01:40,2016-10-07 14:03:57
136.231.121.26,2016-10-07 14:01:40,2016-10-07 14:05:25
85.47.129.51,2016-10-07 14:01:41,2016-10-07 14:06:09
118.155.85.194,2016-10-07 14:01:41,2016-10-07 14:04:19
112.45.185.202,2016-10-07 14:01:41,2016-10-07 14:09:38
18.144.29.172,2016-10-07 14:01:47,2016-10-07 14:08:35
96.176.232.215,2016-10-07 14:01:51,2016-10-07 14:05:26
117.70.160.0,2016-10-07 14:01:54,2016-10-07 14:09:08
87.54.188.19,2016-10-07 14:02:02,2016-10-07 14:11:47
126.214.44.185,2016-10-07 14:02:07,2016-10-07 14:07:32
138.96.153.13,2016-10-07 14:02:12,2016-10-07 14:11:06
16.200.189.140,2016-10-07 14:02:23,2016-10-07 14:05:57
42.198.24.3,2016-10-07 14:02:26,2016-10-07 14:05:31
19.75.226.208,2016-10-07 14:02:48,2016-10-07 14:11:25
177.195.28.61,2016-10-07 14:02:48,2016-10-07 14:11:09
77.143.114.185,2016-10-07 14:02:49,2016-10-07 14:11:43
210.251.226.208,2016-10-07 14:02:49,2016-10-07 14:04:57
90.249.43.246,2016-10-07 14:02:50,2016-10-07 14:12:23
17.231.91.13,2016-10-07 14:02:57,2016-10-07 14:04:23
253.63.87.105,2016-10-07 14:03:02,2016-10-07 14:08:50
217.221.241.224,2016-10-07 14:03:07,2016-10-07 14:04:54
56.130.186.143,2016-10-07 14:03:08,2016-10-07 14:09:01
111.206.217.175,2016-10-07 14:03:13,2016-10-07 14:07:16
173.187.195.105,2016-10-07 14:03:18,2016-10-07 14:08:49
245.206.118.61,2016-10-07 14:03:28,2016-10-07 14:12:37
163.151.153.135,2016-10-07 14:03:31,2016-10-07 14:09:19
47.205.100.109,2016-10-07 14:03:36,2016-10-07 14:11:22
242.228.215.175,2016-10-07 14:03:36,2016-10-07 14:04:08
233.103.150.183,2016-10-07 14:03:46,2016-10-07 14:13:20
124.140.222.232,2016-10-07 14:03:49,2016-10-07 14:06:14
197.6.172.53,2016-10-07 14:03:52,2016-10-07 14:04:02
135.92.100.4,2016-10-07 14:03:52,2016-10-07 14:13:01
177.239.40.115,2016-10-07 14:03:54,2016-10-07 14:04:30
195.249.190.39,2016-10-07 14:03:56,2016-10-07 14:13:07
52.100.154.220,2016-10-07 14:04:06,2016-10-07 14:10:49
97.68.162.6,2016-10-07 14:04:08,2016-10-07 14:04:54
60.97.77.239,2016-10-07 14:04:20,2016-10-07 14:07:40
246.195.106.100,2016-10-07 14:04:20,2016-10-07 14:12:02
249.37.103.109,2016-10-07 14:04:34,2016-10-07 14:13:52
175.128.86.48,2016-10-07 14:04:46,2016-10-07 14:14:30
91.221.180.205,2016-10-07 14:04:48,2016-10-07 14:14:11
209.2.240.169,2016-10-07 14:05:11,2016-10-07 14:13:33
101.133.235.61,2016-10-07 14:05:34,2016-10-07 14:10:58
118.129.132.53,2016-10-07 14:05:38,2016-10-07 14:10:28
119.230.183.34,2016-10-07 14:05:40,2016-10-07 14:07:19
134.82.154.213,2016-10-07 14:05:50,2016-10-07 14:10:09
38.145.67.159,2016-10-07 14:05:50,2016-10-07 14:15:33
213.243.100.250,2016-10-07 14:05:55,2016-10-07 14:07:42
241.238.123.172,2016-10-07 14:05:57,2016-10-07 14:08:41
213.207.228.221,2016-10-07 14:06:01,2016-10-07 14:08:59
10.136.123.214,2016-10-07 14:06:08,2016-10-07 14:12:10
8.4.64.29,2016-10-07 14:06:15,2016-10-07 14:13:51
150.61.201.236,2016-10-07 14:06:16,2016-10-07 14:10:52
227.163.23.37,2016-10-07 14:06:22,2016-10-07 14:13:56
167.161.138.74,2016-10-07 14:06:26,2016-10-07 14:15:18
220.72.199.33,2016-10-07 14:06:28,2016-10-07 14:12:06
161.18.226.242,2016-10-07 14:06:31,2016-10-07 14:08:35
212.66.126.125,2016-10-07 14:06:33,2016-10-07 14:14:40
176.21.1.64,2016-10-07 14:06:35,2016-10-07 14:15:05
214.178.204.148,2016-10-07 14:06:48,2016-10-07 14:12:21
118.62.60.103,2016-10-07 14:06:53,2016-10-07 14:14:34
140.44.252.22,2016-10-07 14:06:55,2016-10-07 14:16:49
199.250.213.137,2016-10-07 14:07:06,2016-10-07 14:11:41
9.62.161.68,2016-10-07 14:07:08,2016-10-07 14:13:12
90.135.155.253,2016-10-07 14:07:22,2016-10-07 14:14:16
166.192.236.181,2016-10-07 14:07:23,2016-10-07 14:09:28
178.89.35.144,2016-10-07 14:07:27,2016-10-07 14:08:11
188.127.4.62,2016-10-07 14:07:32,2016-10-07 14:13:34
33.211.177.182,2016-10-07 14:07:34,2016-10-07 14:12:05
83.57.228.32,2016-10-07 14:07:45,2016-10-07 14:08:38
201.33.180.141,2016-10-07 14:07:47,2016-10-07 14:17:40
102.146.228.51,2016-10-07 14:07:50,2016-10-07 14:11:57
152.59.164.106,2016-10-07 14:07:52,2016-10-07 14:14:41
52.17.14.196,2016-10-07 14:07:53,2016-10-07 14:13:26
12.60.57.138,2016-10-07 14:07:53,2016-10-07 14:16:47
0.214.65.255,2016-10-07 14:08:02,2016-10-07 14:11:59
22.219.143.143,2016-10-07 14:08:02,2016-10-07 14:13:02
80.55.64.136,2016-10-07 14:08:07,2016-10-07 14:16:32
46.159.97.184,2016-10-07 14:08:13,2016-10-07 14:11:43
151.219.94.111,2016-10-07 14:08:21,2016-10-07 14:10:03
108.187.200.81,2016-10-07 14:08:26,2016-10-07 14:14:52
212.253.155.217,2016-10-07 14:08:28,2016-10-07 14:09:54
127.255.19.234,2016-10-07 14:08:28,2016-10-07 14:11:47
190.33.137.160,2016-10-07 14:08:28,2016-10-07 14:15:00
47.56.52.187,2016-10-07 14:08:31,2016-10-07 14:16:33
200.251.32.74,2016-10-07 14:08:40,2016-10-07 14:14:47
88.115.215.65,2016-10-07 14:08:44,2016-10-07 14:15:08
185.12.233.202,2016-10-07 14:08:50,2016-10-07 14:17:24
201.240.225.134,2016-10-07 14:08:58,2016-10-07 14:12:38
193.2.209.139,2016-10-07 14:09:07,2016-10-07 14:16:03
94.175.92.57,2016-10-07 14:09:08,2016-10-07 14:17:34
215.19.39.4,2016-10-07 14:09:11,2016-10-07 14:15:55
5.123.25.255,2016-10-07 14:09:30,2016-10-07 14:15:16
218.151.104.230,2016-10-07 14:09:47,2016-10-07 14:14:48
26.147.136.176,2016-10-07 14:09:49,2016-10-07 14:13:03
62.15.110.232,2016-10-07 14:09:51,2016-10-07 14:18:31
241.216.4.164,2016-10-07 14:10:01,2016-10-07 14:11:12
22.240.33.13,2016-10-07 14:10:02,2016-10-07 14:17:57
174.25.168.61,2016-10-07 14:10:04,2016-10-07 14:13:15
